101.4688406,1479
101.7652937,1007
102.0617342,1007
102.3581619,997
102.654577,991
102.9509793,991
103.2473688,1031
103.5437457,1031
103.8401099,1017
104.1364613,984
104.4328,982
104.729126,982
105.0254393,972
105.3217399,970
105.6180278,972
105.9143029,970
106.2105654,963
106.5068151,963
106.8030521,957
107.0992764,977
107.395488,957
107.6916869,979
107.9878731,978
108.2840466,987
108.5802073,980
108.8763554,996
109.1724907,997
109.4686134,1016
109.7647233,1017
110.0608205,1024
110.3569051,1032
110.6529769,1024
110.949036,1032
111.2450824,1034
111.5411161,1034
111.8371371,986
112.1331454,986
112.429141,1032
112.7251239,1032
113.0210941,1040
113.3170516,1035
113.6129964,1035
113.9089285,1020
114.2048479,1002
114.5007546,999
114.7966486,999
115.0925299,999
115.3883985,1024
115.6842544,1024
115.9800976,1024
116.2759281,975
116.5717459,997
116.867551,997
117.1633435,1017
117.4591232,1025
117.7548902,1025
118.0506446,1013
118.3463863,1013
118.6421152,1043
118.9378315,1043
119.2335351,1016
119.529226,1016
119.8249041,1016
120.1205697,1006
120.4162225,1006
120.7118626,1006
121.00749,993
121.3031048,993
121.5987069,993
121.8942962,1008
122.1898729,1012
122.4854369,1012
122.7809883,1003
123.0765269,1003
123.3720529,998
123.6675661,1022
123.9630667,1022
124.2585546,1022
124.5540298,1021
124.8494924,1007
125.1449422,1007
125.4403794,1023
125.7358039,1032
126.0312157,1023
126.3266148,1032
126.6220013,1047
126.917375,1047
127.2127361,1042
127.5080845,1023
127.8034203,1005
128.0987433,1001
128.3940537,999
128.6893514,1001
128.9846365,1024
129.2799088,1024
129.5751685,1024
129.8704155,1021
130.1656499,1021
130.4608715,1043
130.7560805,1043
131.0512768,1016
131.3464605,1016
131.6416314,1032
131.9367898,1034
132.2319354,1034
132.5270683,1050
132.8221886,1044
133.1172963,1044
133.4123912,1029
133.7074735,1029
134.0025431,1059
134.2976001,1069
134.5926444,1085
134.887676,1085
135.1826949,1049
135.4777012,1041
135.7726948,1041
136.0676758,1041
136.3626441,1052
136.6575997,1056
136.9525427,1056
137.247473,1031
137.5423907,1031
137.8372956,1028
138.132188,1049
138.4270676,1049
138.7219346,1049
139.016789,1043
139.3116306,1043
139.6064597,1043
139.901276,1036
140.1960797,1036
140.4908708,1039
140.7856492,1047
141.0804149,1050
141.375168,1068
141.6699084,1081
141.9646362,1081
142.2593513,1064
142.5540538,1064
142.8487436,1090
143.1434208,1090
143.4380853,1114
143.7327371,1122
144.0273763,1122
144.3220029,1113
144.6166168,1113
144.911218,1125
145.2058066,1125
145.5003826,1125
145.7949459,1147
146.0894965,1147
146.3840345,1150
146.6785599,1150
146.9730726,1168
147.2675727,1183
147.5620601,1199
147.8565349,1234
148.150997,1249
148.4454465,1266
148.7398833,1322
149.0343075,1322
149.3287191,1326
149.623118,1458
149.9175043,1475
150.2118779,1485
150.5062389,1488
150.8005872,1554
151.0949229,1560
151.389246,1584
151.6835564,1584
151.9778542,1591
152.2721394,1591
152.5664119,1591
152.8606717,1463
153.154919,1462
153.4491536,1462
153.7433755,1457
154.0375849,1414
154.3317816,1414
154.6259656,1368
154.9201371,1336
155.2142958,1285
155.508442,1235
155.8025755,1205
156.0966964,1195
156.3908047,1195
156.6849003,1186
156.9789833,1197
157.2730537,1197
157.5671114,1197
157.8611565,1145
158.155189,1145
158.4492089,1145
158.7432161,1117
159.0372107,1112
159.3311927,1109
159.625162,1080
159.9191187,1088
160.2130628,1053
160.5069943,1052
160.8009131,1052
161.0948193,1084
161.3887129,1084
161.6825939,1084
161.9764623,1048
162.270318,1073
162.5641611,1073
162.8579916,1093
163.1518094,1093
163.4456147,1093
163.7394073,1055
164.0331873,1055
164.3269547,1054
164.6207095,1054
164.9144516,1055
165.2081811,1055
165.501898,1042
165.7956023,1042
166.089294,1042
166.3829731,1056
166.6766395,1026
166.9702934,1069
167.2639346,1078
167.5575632,1078
167.8511792,1062
168.1447826,1045
168.4383733,1045
168.7319515,1051
169.025517,1051
169.3190699,1044
169.6126103,1042
169.906138,1042
170.1996531,1054
170.4931556,1066
170.7866455,1066
171.0801227,1066
171.3735874,1044
171.6670395,1039
171.9604789,1031
172.2539058,1031
172.54732,1059
172.8407216,1069
173.1341107,1059
173.4274871,1054
173.7208509,1045
174.0142021,1045
174.3075408,1045
174.6008668,1044
174.8941802,1044
175.187481,1053
175.4807692,1053
175.7740448,1053
176.0673078,1043
176.3605582,1043
176.653796,1031
176.9470213,1031
177.2402339,1032
177.5334339,1032
177.8266213,1032
178.1197961,1015
178.4129583,1011
178.706108,1011
178.999245,1030
179.2923694,1045
179.5854813,1051
179.8785805,1051
180.1716672,1040
180.4647412,1026
180.7578027,1026
181.0508516,1026
181.3438879,1029
181.6369116,1044
181.9299227,1044
182.2229212,1041
182.5159071,1038
182.8088804,1038
183.1018412,1038
183.3947893,1045
183.6877249,1081
183.9806479,1049
184.2735583,1049
184.5664561,1030
184.8593413,1030
185.1522139,1050
185.445074,1050
185.7379215,1050
186.0307563,1026
186.3235786,1050
186.6163884,1050
186.9091855,1050
187.20197,1038
187.494742,1038
187.7875014,1049
188.0802482,1061
188.3729824,1062
188.6657041,1062
188.9584131,1062
189.2511096,1042
189.5437935,1053
189.8364648,1042
190.1291236,1044
190.4217698,1044
190.7144034,1050
191.0070244,1050
191.2996328,1045
191.5922287,1042
191.884812,1042
192.1773827,1044
192.4699409,1044
192.7624864,1053
193.0550194,1057
193.3475399,1057
193.6400477,1057
193.932543,1063
194.2250257,1063
194.5174959,1066
194.8099534,1045
195.1023985,1066
195.3948309,1066
195.6872508,1066
195.979658,1044
196.2720528,1019
196.5644349,1019
196.8568045,1028
197.1491616,1028
197.441506,1028
197.7338379,1066
198.0261573,1066
198.318464,1066
198.6107582,1086
198.9030399,1086
199.1953089,1050
199.4875655,1035
199.7798094,1050
200.0720408,1049
200.3642596,1049
200.6564659,1037
200.9486596,1018
201.2408408,1037
201.5330094,1045
201.8251654,1060
202.1173089,1045
202.4094398,1039
202.7015581,1037
202.9936639,1037
203.2857572,1037
203.5778379,1018
203.869906,1018
204.1619616,1015
204.4540046,1050
204.7460351,1082
205.038053,1082
205.3300583,1052
205.6220511,1052
205.9140314,1065
206.2059991,1065
206.4979543,1065
206.7898969,1064
207.0818269,1041
207.3737444,1041
207.6656494,1038
207.9575418,1038
208.2494216,1038
208.5412889,1063
208.8331437,1063
209.1249859,1037
209.4168156,1037
209.7086327,1076
210.0004372,1076
210.2922293,1076
210.5840088,1054
210.8757757,1054
211.1675301,1054
211.4592719,1083
211.7510012,1083
212.042718,1067
212.3344222,1067
212.6261139,1067
212.9177931,1062
213.2094597,1042
213.5011137,1062
213.7927552,1052
214.0843842,1052
214.3760007,1052
214.6676046,1055
214.9591959,1057
215.2507748,1055
215.5423411,1034
215.8338948,1034
216.125436,1064
216.4169647,1064
216.7084809,1064
216.9999845,1074
217.2914756,1074
217.5829541,1062
217.8744201,1062
218.1658736,1066
218.4573146,1066
218.748743,1066
219.0401589,1047
219.3315622,1047
219.622953,1047
219.9143313,1058
220.2056971,1058
220.4970503,1048
220.7883911,1048
221.0797192,1093
221.3710349,1095
221.662338,1095
221.9536286,1051
222.2449067,1051
222.5361722,1098
222.8274253,1098
223.1186658,1060
223.4098937,1053
223.7011092,1056
223.9923121,1056
224.2835025,1056
224.5746804,1026
224.8658458,1026
225.1569986,1055
225.4481389,1055
225.7392667,1044
226.030382,1044
226.3214848,1070
226.612575,1070
226.9036527,1073
227.1947179,1072
