301.8782945	2307
302.3535832	1914
302.8288441	1962
303.3040771	1959
303.7792823	1959
304.2544595	1959
304.7296089	2008
305.2047304	2034
305.679824	2034
306.1548898	2033
306.6299277	2033
307.1049378	2112
307.5799199	2118
308.0548742	2125
308.5298007	2132
309.0046993	2179
309.4795701	2179
309.9544129	2194
310.429228	2194
310.9040152	2194
311.3787745	2213
311.853506	2183
312.3282097	2192
312.8028855	2192
313.2775335	2309
313.7521536	2310
314.2267459	2353
314.7013104	2369
315.175847	2415
315.6503559	2426
316.1248368	2426
316.59929	2426
317.0737153	2436
317.5481129	2485
318.0224826	2485
318.4968244	2428
318.9711385	2427
319.4454247	2427
319.9196832	2427
320.3939138	2383
320.8681166	2402
321.3422916	2402
321.8164388	2417
322.2905582	2493
322.7646498	2465
323.2387137	2465
323.7127497	2465
324.1867579	2516
324.6607383	2518
325.1346909	2531
325.6086158	2535
326.0825128	2574
326.5563821	2574
327.0302236	2574
327.5040373	2552
327.9778233	2542
328.4515814	2552
328.9253118	2568
329.3990144	2568
329.8726892	2631
330.3463363	2576
330.8199556	2576
331.2935471	2576
331.7671109	2605
332.2406469	2605
332.7141552	2581
333.1876357	2581
333.6610884	2609
334.1345134	2626
334.6079106	2616
335.0812801	2629
335.5546218	2644
336.0279358	2644
336.5012221	2644
336.9744806	2674
337.4477114	2743
337.9209144	2743
338.3940897	2659
338.8672372	2659
339.3403571	2659
339.8134492	2663
340.2865135	2652
340.7595502	2682
341.2325591	2727
341.7055403	2727
342.1784937	2704
342.6514195	2617
343.1243175	2595
343.5971879	2595
344.0700305	2696
344.5428454	2696
345.0156326	2696
345.488392	2722
345.9611238	2722
346.4338279	2745
346.9065043	2736
347.3791529	2745
347.8517739	2847
348.3243672	2847
348.7969328	2861
349.2694707	2836
349.7419809	2861
350.2144634	2834
350.6869183	2872
351.1593454	2834
351.6317449	2827
352.1041167	2827
352.5764608	2836
353.0487772	2836
353.521066	2897
353.9933271	2888
354.4655605	2888
354.9377662	2874
355.4099443	2873
355.8820947	2873
356.3542175	2853
356.8263126	2853
357.29838	2945
357.7704198	2974
358.2424319	2974
358.7144164	2970
359.1863732	2945
359.6583024	2969
360.1302039	2969
360.6020778	2973
361.0739241	2973
361.5457427	2990
362.0175336	2975
362.489297	2975
362.9610326	2975
363.4327407	2975
363.9044211	3053
364.3760739	2975
364.8476991	2960
365.3192966	2925
365.7908665	2925
366.2624088	2925
366.7339235	2966
367.2054106	2966
367.67687	2974
368.1483018	2974
368.619706	2974
369.0910826	2939
369.5624316	2939
370.033753	2939
370.5050468	2977
370.976313	2932
371.4475516	3006
371.9187625	2952
372.3899459	2991
372.8611017	2952
373.3322299	2980
373.8033305	2932
374.2744035	2935
374.745449	2935
375.2164668	2935
375.6874571	2936
376.1584198	2936
376.6293549	2992
377.1002624	3007
377.5711423	3052
378.0419947	3052
378.5128195	3051
378.9836167	3051
379.4543864	3051
379.9251285	2935
380.395843	2935
380.86653	2957
381.3371894	2957
381.8078213	2957
382.2784256	3003
382.7490023	3003
383.2195515	3016
383.6900732	3015
384.1605673	3019
384.6310338	3040
385.1014728	3040
385.5718843	3046
386.0422682	2997
386.5126246	3007
386.9829534	3007
387.4532547	3007
387.9235285	3058
388.3937747	3058
388.8639934	3074
389.3341846	3074
389.8043483	3073
390.2744844	3030
390.744593	3040
391.2146741	3040
391.6847277	3040
392.1547537	3032
392.6247523	3032
393.0947233	3050
393.5646669	3050
394.0345829	3050
394.5044714	3110
394.9743324	3126
395.4441659	3110
395.9139719	3131
396.3837504	3073
396.8535014	3073
397.3232249	3073
397.7929209	3141
398.2625895	3163
398.7322305	3163
399.201844	3166
399.6714301	3241
400.1409887	3241
400.6105198	3272
401.0800234	3241
401.5494996	3245
402.0189482	3245
402.4883694	3265
402.9577631	3300
403.4271294	3277
403.8964682	3314
404.3657795	3314
404.8350634	3314
405.3043197	3269
405.7735487	3269
406.2427502	3335
406.7119242	3347
407.1810707	3393
407.6501898	3393
408.1192815	3393
408.5883457	3428
409.0573825	3430
409.5263918	3428
409.9953737	3422
410.4643281	3422
410.9332551	3422
411.4021547	3433
411.8710268	3433
412.3398715	3387
412.8086887	3387
413.2774786	3408
413.746241	3442
414.2149759	3443
414.6836835	3443
415.1523636	3487
415.6210163	3498
416.0896416	3629
416.5582395	3649
417.0268099	3701
417.495353	3680
417.9638686	3710
418.4323569	3710
418.9008177	3773
419.3692511	3795
419.8376571	3795
420.3060357	3847
420.7743869	3859
421.2427107	3882
421.7110072	3888
422.1792762	3922
422.6475178	3922
423.1157321	3906
423.5839189	3895
424.0520784	3858
424.5202105	3813
424.9883152	3813
425.4563925	3805
425.9244425	3779
426.3924651	3714
426.8604603	3694
427.3284281	3694
427.7963685	3694
428.2642816	3634
428.7321673	3634
429.2000257	3645
429.6678567	3645
430.1356603	3611
430.6034366	3550
431.0711855	3550
431.5389071	3539
432.0066013	3484
432.4742681	3432
432.9419076	3423
433.4095198	3421
433.8771046	3421
434.3446621	3421
434.8121922	3339
435.279695	3330
435.7471705	3317
436.2146186	3317
436.6820393	3260
437.1494328	3349
437.6167989	3349
438.0841377	3349
438.5514492	3264
439.0187333	3264
439.4859901	3309
439.9532196	3309
440.4204218	3276
440.8875966	3269
441.3547442	3269
441.8218644	3169
442.2889573	3169
442.7560229	3199
443.2230612	3221
443.6900722	3199
444.1570559	3157
444.6240123	3157
445.0909414	3184
445.5578432	3219
446.0247177	3315
446.4915649	3315
446.9583848	3259
447.4251774	3252
447.8919427	3252
448.3586808	3210
448.8253915	3210
449.292075	3210
449.7587312	3138
450.2253601	3125
450.6919618	3125
451.1585361	3236
451.6250832	3236
452.091603	3188
452.5580956	3168
453.0245608	3117
453.4909989	3117
453.9574096	3172
454.4237931	3172
454.8901493	3141
455.3564783	3141
455.82278	3158
456.2890545	3203
456.7553017	3222
457.2215216	3222
457.6877143	3153
458.1538798	3141
458.620018	3110
459.086129	3085
459.5522127	3110
460.0182692	3217
460.4842985	3217
460.9503005	3239
461.4162753	3213
461.8822228	3213
462.3481432	3213
462.8140363	3270
463.2799021	3270
463.7457408	3224
464.2115522	3207
464.6773364	3198
465.1430934	3198
465.6088232	3198
466.0745257	3198
466.5402011	3135
467.0058492	3135
467.4714701	3239
467.9370638	3239
468.4026303	3206
468.8681697	3205
469.3336818	3205
469.7991667	3244
470.2646244	3266
470.7300549	3271
471.1954582	3270
471.6608343	3270
472.1261833	3226
472.591505	3222
473.0567996	3222
473.522067	3213
473.9873072	3213
474.4525202	3213
474.917706	3152
475.3828647	3153
475.8479962	3153
476.3131005	3252
476.7781776	3266
477.2432276	3266
477.7082504	3266
478.173246	3259
478.6382145	3259
479.1031558	3250
479.56807	3217
480.032957	3239
480.4978168	3239
480.9626495	3239
481.4274551	3244
481.8922334	3216
482.3569847	3185
482.8217088	3185
483.2864057	3210
483.7510755	3233
484.2157182	3242
484.6803337	3242
485.1449221	3258
485.6094833	3280
486.0740175	3280
486.5385245	3210
487.0030043	3182
487.467457	3129
487.9318826	3123
488.3962811	3123
488.8606525	3159
489.3249967	3159
489.7893138	3127
490.2536038	3127
490.7178667	3134
491.1821025	3170
491.6463112	3170
492.1104927	3189
492.5746472	3257
493.0387745	3257
493.5028748	3226
493.9669479	3226
494.430994	3215
494.8950129	3247
495.3590047	3215
495.8229695	3149
496.2869072	3149
496.7508177	3182
497.2147012	3210
497.6785576	3210
498.1423869	3156
498.6061892	3156
499.0699643	3197
499.5337124	3197
499.9974334	3156
500.4611273	3156
500.9247942	3205
501.3884339	3205
501.8520466	3189
502.3156323	3189
502.7791909	3232
503.2427224	3232
503.7062268	3210
504.1697042	3200
504.6331545	3210
505.0965778	3193
505.559974	3242
506.0233432	3165
506.4866853	3242
506.9500004	3176
507.4132884	3176
507.8765494	3176
508.3397833	3204
508.8029902	3204
509.2661701	3163
509.7293229	3163
510.1924487	3226
510.6555475	3234
511.1186192	3226
511.5816639	3218
512.0446815	3218
512.5076722	3197
512.9706358	3205
513.4335724	3205
513.8964819	3205
514.3593645	3119
514.82222	3119
515.2850485	3169
515.74785	3177
516.2106245	3169
516.673372	3108
517.1360925	3108
517.598786	3128
518.0614524	3171
518.5240919	3186
518.9867044	3186
519.4492898	3183
519.9118483	3163
520.3743798	3163
520.8368843	3235
521.2993618	3245
521.7618123	3235
522.2242358	3187
522.6866323	3186
523.1490019	3186
523.6113445	3221
524.0736601	3221
524.5359487	3244
524.9982103	3210
525.460445	3242
525.9226527	3161
526.3848334	3242
526.8469872	3252
527.309114	3252
527.7712138	3252
528.2332867	3340
528.6953326	3350
529.1573515	3380
529.6193435	3380
530.0813085	3399
530.5432466	3400
531.0051578	3400
531.4670419	3399
531.9288992	3399
532.3907295	3420
532.8525328	3420
533.3143092	3420
533.7760587	3451
534.2377812	3537
534.6994768	3574
535.1611455	3583
535.6227872	3611
536.084402	3611
536.5459899	3611
537.0075508	3660
537.4690848	3714
537.9305919	3660
538.3920721	3635
538.8535253	3629
539.3149517	3629
539.7763511	3645
540.2377236	3646
540.6990692	3646
541.1603878	3558
541.6216796	3558
542.0829445	3526
542.5441825	3478
543.0053935	3444
543.4665777	3352
543.9277349	3352
544.3888653	3303
544.8499688	3296
545.3110454	3244
545.772095	3243
546.2331178	3244
546.6941137	3221
547.1550828	3257
547.6160249	3233
548.0769402	3253
548.5378285	3233
548.99869	3165
549.4595247	3165
549.9203324	3089
550.3811133	3158
550.8418673	3114
551.3025944	3125
551.7632947	3125
552.2239681	3125
552.6846146	3109
553.1452343	3109
553.6058271	3135
554.0663931	3135
554.5269322	3097
554.9874445	3087
555.4479299	3097
555.9083884	3103
556.3688201	3150
556.829225	3150
557.289603	3147
557.7499542	3032
558.2102785	3147
558.670576	3108
559.1308466	3158
559.5910904	3108
560.0513074	3166
560.5114976	3166
560.9716609	3166
561.4317974	3165
561.891907	3133
562.3519899	3133
562.8120459	3118
563.2720751	3118
563.7320775	3142
564.192053	3162
564.6520018	3142
565.1119237	3162
565.5718189	3193
566.0316872	3220
566.4915287	3210
566.9513434	3210
567.4111313	3210
567.8708924	3242
568.3306267	3246
568.7903342	3353
569.2500149	3386
